"filename", "language", "HTML", "JavaScript", "Markdown", "PostCSS", "XML", "JSON", "Lua", "comment", "blank", "total"
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\blank.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\bookmark.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\bookmarked.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\checked.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\heart.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\hearted.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\pin.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\pined.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\star.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\stared.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\unbookmark.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\check\unpin.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\code.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\color.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\colors.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\cross.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\edit.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\edit2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\exchange.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\extension.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\extension_download.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\attach.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\cloud.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\copy.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\copy2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\cut.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\download.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\file.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\folder.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\folder_create.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\js.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 2, 2, 19
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\move.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\offline.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\open.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\paste.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\share.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\source.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\trash.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\file\upload.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\flag.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\galochka.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\go_down.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\go_up.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\home.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\image.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\keyboard.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\lines.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\link.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\list\add.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\list\filter.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\list\find.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\list\list.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\list\sort.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\lock.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\more.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\notebook.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\object.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\pen.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\save.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\search.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\settings.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\shield.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\social\discord.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\social\github.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\social\peoples.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\social\telegram.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\eenot\Documents\GitHub\EEditor-WS.github.io\img\ui\social\youtube.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
